Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.26005433007889,74.26005433007889,-75.42175240633486,75.42175240633486,0,2,5,8,12
best,-75.10232826002918,75.10232826002918,-75.33761364099585,75.33761364099585,4,1,5,5,11
