Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.95088248587145,7.95088248587145,-7.952649820876881,7.952649820876881,1,0,2,2,2
best,-7.952650044481106,7.952650044481106,-7.952649936946852,7.952649936946852,1,0,1,0,2
