Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.952650045445748,7.952650045445748,-7.952650045445749,7.952650045445749,0,0,0,1,1
best,-7.952650045445751,7.952650045445751,-7.952650045445747,7.952650045445747,0,0,0,4,1
