Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.9318978893120237,-0.9318978893120237,0.9318978893120237,-0.9318978893120237,4,1,0,1,0
best,0.9994842904316229,-0.9994842904316229,0.9994842904316229,-0.9994842904316229,4,0,1,0,0
