Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.861767680005961,7.861767680005961,-7.862922605919294,7.862922605919294,2,0,1,3,2
best,-7.951584960933745,7.951584960933745,-7.952650042768973,7.952650042768973,1,0,1,1,3
