Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.01351351351351382,-0.01351351351351382,0.01351351351351382,-0.01351351351351382,4,2,0,0,1
best,0.0007033555176767514,-0.0007033555176767514,5.420058160621188e-07,-5.420058160621188e-07,3,2,1,0,1
