Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.1028834341177856,1.1028834341177856,-1.1173485918892763,1.1173485918892763,2,0,3,2,0
best,-1.117249080311614,1.117249080311614,-1.1173486196851692,1.1173486196851692,1,0,2,0,1
