Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.097949638188998,1.097949638188998,-1.1173465170081458,1.1173465170081458,3,0,3,1,0
best,-1.116525837749926,1.116525837749926,-1.1173488307768522,1.1173488307768522,3,0,3,0,0
