Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0247492071609148,1.0247492071609148,-1.1173490201723189,1.1173490201723189,1,0,2,3,0
best,-1.116853592891003,1.116853592891003,-1.1173489786810056,1.1173489786810056,1,0,3,1,0
