Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0281497988446815,1.0281497988446815,-1.1173489980672293,1.1173489980672293,2,0,2,2,0
best,-1.1167474680631324,1.1167474680631324,-1.1173490236735997,1.1173490236735997,1,2,1,1,0
