Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0324729016866325,1.0324729016866325,-1.1173490278668794,1.1173490278668794,1,1,1,2,0
best,-1.116661921014773,1.116661921014773,-1.1173427704498977,1.1173427704498977,1,0,2,1,1
