Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.40480906193875466,-0.40480906193875466,0.02941297235335122,-0.02941297235335122,0,14,6,7,3
best,0.01351351351351382,-0.01351351351351382,0.01351351351351382,-0.01351351351351382,4,1,0,0,3
