Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.906855611740452,7.906855611740452,-7.913237338138646,7.913237338138646,1,2,0,0,0
best,-7.952650045445748,7.952650045445748,-7.952650045445748,7.952650045445748,0,0,0,0,1
