Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.865951624999995,7.865951624999995,-7.871317115477037,7.871317115477037,2,0,1,0,0
best,-7.951555634148558,7.951555634148558,-7.952650021385298,7.952650021385298,1,1,1,0,0
