Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-6.46605754335961,6.46605754335961,-6.965141930537838,6.965141930537838,0,2,1,4,14
best,-7.832170009706298,7.832170009706298,-7.952650005091187,7.952650005091187,0,2,2,4,20
