Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.0069378722167076235,-0.0069378722167076235,0.0069378722167076235,-0.0069378722167076235,0,6,9,4,5
best,0.9346645654712499,-0.9346645654712499,0.9346645654712499,-0.9346645654712499,4,0,0,0,1
