Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.9318978893120237,-0.9318978893120237,0.9318978893120237,-0.9318978893120237,4,2,0,1,2
best,0.9999977881980497,-0.9999977881980497,0.9999977881980497,-0.9999977881980497,4,2,1,0,0
