Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.01809954257320018,-0.01809954257320018,0.01809954257320018,-0.01809954257320018,0,4,3,5,5
best,0.934664565471252,-0.934664565471252,0.934664565471252,-0.934664565471252,4,3,0,0,1
