Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.02023336295073526,-0.02023336295073526,0.02023336295073526,-0.02023336295073526,0,5,4,1,7
best,0.934664565471252,-0.934664565471252,0.934664565471252,-0.934664565471252,4,2,0,0,0
