Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.79812410449995,74.79812410449995,-75.34567502100327,75.34567502100327,0,4,1,8,16
best,-75.20515865774244,75.20515865774244,-75.31712462942849,75.31712462942849,0,1,1,2,13
