Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.88916005216542,74.88916005216542,-74.88916005216542,74.88916005216542,5,0,0,1,2
best,-75.20570746846919,75.20570746846919,-75.23556141078248,75.23556141078248,3,0,3,0,0
