Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.93243263040792,74.93243263040792,-74.94802239682308,74.94802239682308,4,1,0,1,2
best,-75.19957727303054,75.19957727303054,-75.20392847616932,75.20392847616932,2,1,1,0,3
