Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.90240797031082,7.90240797031082,-7.91323674621568,7.91323674621568,1,1,1,0,0
best,-7.9526208018427385,7.9526208018427385,-7.9526499976345715,7.9526499976345715,1,0,2,0,1
