Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.912133127462367,7.912133127462367,-7.9132369221188625,7.9132369221188625,2,0,1,1,2
best,-7.950905500061786,7.950905500061786,-7.952650043144523,7.952650043144523,1,0,1,1,2
