Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.31347568873746,74.31347568873746,-75.20902920408906,75.20902920408906,0,2,4,2,12
best,-75.22381771539673,75.22381771539673,-75.31712461264513,75.31712461264513,0,3,2,7,13
