Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.823062497180107,7.823062497180107,-7.8250156582446,7.8250156582446,3,0,1,2,0
best,-7.952650045445747,7.952650045445747,-7.9526500454457505,7.9526500454457505,0,0,0,3,0
