Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.913237338760615,7.913237338760615,-7.913237338760613,7.913237338760613,1,0,0,2,1
best,-7.952650045445749,7.952650045445749,-7.952650045445747,7.952650045445747,0,0,0,2,1
