Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.9187008887790316,-0.9187008887790316,0.9187008887790316,-0.9187008887790316,4,1,0,3,8
best,0.9990616052403767,-0.9990616052403767,0.9990616052403767,-0.9990616052403767,4,1,1,0,6
