Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.094640972134862,1.094640972134862,-1.11734903036828,1.11734903036828,0,3,2,3,1
best,-1.117305757025925,1.117305757025925,-1.117348991055526,1.117348991055526,0,2,1,1,1
