Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.1102797382291474,1.1102797382291474,-1.1173490099944408,1.1173490099944408,0,3,0,1,4
best,-1.117340053915341,1.117340053915341,-1.117343717014009,1.117343717014009,0,3,0,2,3
