Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.1065346337069155,1.1065346337069155,-1.1173487202806744,1.1173487202806744,0,3,0,1,1
best,-1.1173171530951667,1.1173171530951667,-1.1173489627859172,1.1173489627859172,0,2,1,0,2
