Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.9895060383660097,0.9895060383660097,-1.1173489916846284,1.1173489916846284,1,1,2,3,0
best,-1.1173477016263875,1.1173477016263875,-1.1173484186824685,1.1173484186824685,0,1,0,0,2
