Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.96713860039065,74.96713860039065,-74.97165896202945,74.97165896202945,5,0,2,0,2
best,-75.16660690396432,75.16660690396432,-75.18036406508519,75.18036406508519,3,0,2,0,1
