Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.83693378577928,74.83693378577928,-74.85037867123827,74.85037867123827,3,1,2,1,2
best,-75.16278043815392,75.16278043815392,-75.20856300890237,75.20856300890237,2,0,1,0,2
