budget,expandedBy,objectiveValue,epoch,treeDepth,parentValue,H,Rx,Ry,Rz,Cx
0.0,,74.5559015470189,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
1.0,add,74.48909823772277,1.0,1.0,74.5559015470189,8.0,0.0,1.0,0.0,0.0
2.0,delete,74.53988496986284,1.0,1.0,74.5559015470189,7.0,0.0,0.0,0.0,0.0
3.0,swap,74.53989842118835,1.0,1.0,74.5559015470189,7.0,1.0,0.0,0.0,0.0
4.0,swap,74.54015901121605,2.0,2.0,74.53989842118835,7.0,1.0,0.0,0.0,0.0
5.0,add,74.53245584546501,2.0,2.0,74.53989842118835,7.0,1.0,0.0,1.0,0.0
6.0,delete,74.53988496986284,2.0,2.0,74.53989842118835,7.0,0.0,0.0,0.0,0.0
7.0,swap,74.43764575914503,2.0,2.0,74.53989842118835,6.0,1.0,0.0,1.0,0.0
8.0,swap,74.62027420950717,3.0,1.0,74.51800880137546,7.0,0.0,0.0,0.0,1.0
9.0,add,74.62027420950717,4.0,2.0,74.62027420950717,7.0,0.0,0.0,0.0,2.0
10.0,delete,74.62027420950717,4.0,2.0,74.62027420950717,7.0,0.0,0.0,0.0,0.0
11.0,swap,74.61407903373977,4.0,2.0,74.62027420950717,6.0,0.0,0.0,0.0,2.0
12.0,add,74.61407903373977,5.0,3.0,74.61407903373977,6.0,0.0,0.0,0.0,3.0
13.0,delete,74.61407903373977,5.0,3.0,74.61407903373977,6.0,0.0,0.0,0.0,1.0
14.0,swap,74.77921831585383,5.0,3.0,74.61407903373977,5.0,1.0,0.0,0.0,2.0
15.0,swap,74.55316758757425,6.0,1.0,74.58936017103935,7.0,1.0,0.0,0.0,0.0
16.0,swap,74.67587158369363,7.0,2.0,74.65536385426829,6.0,0.0,0.0,1.0,1.0
17.0,swap,74.77921831585381,8.0,4.0,74.77921831585383,5.0,1.0,0.0,0.0,2.0
18.0,add,74.7712628859602,8.0,4.0,74.77921831585383,5.0,1.0,0.0,0.0,3.0
19.0,delete,74.77224578042168,8.0,4.0,74.77921831585383,4.0,1.0,0.0,0.0,2.0
20.0,swap,74.7363295926696,8.0,4.0,74.77921831585383,4.0,1.0,1.0,0.0,2.0
21.0,swap,74.5581294399325,9.0,3.0,74.76765497815182,5.0,0.0,0.0,1.0,2.0
22.0,swap,74.73516199889316,10.0,5.0,74.7363295926696,4.0,1.0,1.0,0.0,2.0
23.0,add,74.67465700119051,10.0,5.0,74.7363295926696,4.0,1.0,2.0,0.0,2.0
24.0,delete,74.7363295926696,10.0,5.0,74.7363295926696,4.0,1.0,1.0,0.0,1.0
25.0,swap,74.7701763320949,10.0,5.0,74.7363295926696,3.0,1.0,2.0,0.0,2.0
26.0,swap,74.52482483630273,11.0,2.0,74.70220271003234,6.0,1.0,0.0,0.0,1.0
27.0,swap,74.76281729359772,12.0,4.0,74.73053090350356,4.0,1.0,0.0,1.0,2.0
28.0,swap,74.52094874656434,13.0,3.0,74.73414059537613,5.0,0.0,0.0,0.0,3.0
29.0,swap,74.67604266959216,14.0,3.0,74.67587158369363,6.0,0.0,0.0,1.0,1.0
30.0,add,74.61119105113394,14.0,3.0,74.67587158369363,6.0,0.0,0.0,1.0,2.0
31.0,delete,74.64312159172228,14.0,3.0,74.67587158369363,5.0,0.0,0.0,1.0,1.0
32.0,swap,74.63643486974726,14.0,3.0,74.67587158369363,5.0,0.0,0.0,1.0,2.0
33.0,swap,74.76867006877534,15.0,6.0,74.7701763320949,3.0,1.0,2.0,0.0,2.0
34.0,add,74.71310246111484,15.0,6.0,74.7701763320949,3.0,1.0,2.0,0.0,3.0
35.0,delete,74.77218445040518,15.0,6.0,74.7701763320949,2.0,1.0,2.0,0.0,2.0
36.0,swap,74.77755367979685,15.0,6.0,74.7701763320949,3.0,1.0,2.0,0.0,2.0
37.0,swap,74.55316758757426,16.0,2.0,74.55316758757425,7.0,1.0,0.0,0.0,0.0
38.0,add,74.49555365996966,16.0,2.0,74.55316758757425,7.0,1.0,0.0,0.0,1.0
39.0,delete,74.68854868443447,16.0,2.0,74.55316758757425,6.0,1.0,0.0,0.0,0.0
40.0,swap,74.38889665755043,16.0,2.0,74.55316758757425,6.0,1.0,1.0,0.0,0.0
41.0,swap,74.77755635026631,17.0,5.0,74.76033739843743,3.0,1.0,2.0,0.0,2.0
42.0,swap,74.62027420950717,18.0,1.0,74.64475607235829,7.0,0.0,0.0,1.0,0.0
43.0,swap,74.74504078633457,19.0,4.0,74.74768534740673,4.0,2.0,0.0,0.0,2.0
44.0,swap,74.77785166829274,20.0,7.0,74.77755367979685,3.0,1.0,2.0,0.0,2.0
45.0,add,74.78104414761387,20.0,7.0,74.77755367979685,3.0,1.0,2.0,0.0,3.0
46.0,delete,74.75802077253331,20.0,7.0,74.77755367979685,3.0,1.0,1.0,0.0,2.0
47.0,swap,74.57964748432478,20.0,7.0,74.77755367979685,3.0,2.0,1.0,0.0,2.0
48.0,swap,74.77017633209492,21.0,6.0,74.73482355051232,3.0,1.0,2.0,1.0,1.0
49.0,swap,74.76281729359772,22.0,5.0,74.76281729359772,4.0,1.0,0.0,1.0,2.0
50.0,add,74.76281729359772,22.0,5.0,74.76281729359772,4.0,1.0,0.0,1.0,3.0
51.0,delete,74.76281729359772,22.0,5.0,74.76281729359772,4.0,1.0,0.0,1.0,1.0
52.0,swap,74.8017770977284,22.0,5.0,74.76281729359772,4.0,0.0,0.0,1.0,3.0
53.0,swap,74.60663641047009,23.0,5.0,74.74963488611938,4.0,1.0,1.0,1.0,1.0
54.0,swap,74.80177709772842,24.0,6.0,74.8017770977284,4.0,0.0,0.0,1.0,3.0
55.0,add,74.73443265859821,24.0,6.0,74.8017770977284,4.0,0.0,0.0,1.0,4.0
56.0,delete,74.64039017748088,24.0,6.0,74.8017770977284,3.0,0.0,0.0,1.0,3.0
57.0,swap,74.67295687013565,24.0,6.0,74.8017770977284,4.0,1.0,0.0,1.0,2.0
58.0,swap,74.49673821318417,25.0,2.0,74.70667047301465,6.0,0.0,1.0,0.0,1.0
59.0,swap,74.52482483630274,26.0,3.0,74.52482483630273,6.0,1.0,0.0,0.0,1.0
60.0,add,74.52482483630273,26.0,3.0,74.52482483630273,6.0,1.0,0.0,0.0,2.0
61.0,delete,74.63013414026925,26.0,3.0,74.52482483630273,5.0,1.0,0.0,0.0,1.0
62.0,swap,74.22641515629765,26.0,3.0,74.52482483630273,5.0,1.0,0.0,0.0,2.0
63.0,swap,74.53990081377614,27.0,3.0,74.54015901121605,7.0,1.0,0.0,0.0,0.0
64.0,add,74.54015901121605,27.0,3.0,74.54015901121605,7.0,2.0,0.0,0.0,0.0
65.0,delete,74.395803413397,27.0,3.0,74.54015901121605,6.0,1.0,0.0,0.0,0.0
66.0,swap,74.69428795650167,27.0,3.0,74.54015901121605,6.0,1.0,0.0,1.0,0.0
67.0,swap,74.55812943993251,28.0,4.0,74.5581294399325,5.0,0.0,0.0,1.0,2.0
68.0,add,74.47771352185454,28.0,4.0,74.5581294399325,5.0,0.0,0.0,1.0,3.0
69.0,delete,74.5581294399325,28.0,4.0,74.5581294399325,5.0,0.0,0.0,1.0,1.0
70.0,swap,74.5581294399325,28.0,4.0,74.5581294399325,5.0,0.0,0.0,2.0,1.0
71.0,delete,74.68854868443447,29.0,3.0,74.68854868443447,6.0,1.0,0.0,0.0,0.0
72.0,add,74.59649341673894,29.0,3.0,74.68854868443447,6.0,1.0,0.0,0.0,1.0
73.0,delete,74.65407082633376,29.0,3.0,74.68854868443447,5.0,1.0,0.0,0.0,0.0
74.0,swap,74.65407082633376,29.0,3.0,74.68854868443447,5.0,2.0,0.0,0.0,0.0
75.0,swap,74.62027420950717,30.0,2.0,74.62027420950717,7.0,0.0,0.0,1.0,0.0
76.0,add,74.62027420950716,30.0,2.0,74.62027420950717,7.0,1.0,0.0,1.0,0.0
77.0,delete,74.69767574259762,30.0,2.0,74.62027420950717,6.0,0.0,0.0,1.0,0.0
78.0,swap,74.67691179517196,30.0,2.0,74.62027420950717,6.0,0.0,0.0,1.0,1.0
79.0,delete,74.39011618121248,31.0,2.0,74.65634648765509,6.0,1.0,0.0,0.0,0.0
80.0,swap,74.67545178215599,32.0,4.0,74.67604266959216,6.0,0.0,0.0,1.0,1.0
