Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.9508536473799,74.9508536473799,-74.98765322436762,74.98765322436762,3,0,1,0,1
best,-75.11030799357104,75.11030799357104,-75.11030799357104,75.11030799357104,2,0,0,0,2
