Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.013571074960932239,-0.013571074960932239,0.013513642400584613,-0.013513642400584613,4,1,0,1,1
best,0.029331618254711034,-0.029331618254711034,3.965393119420568e-08,-3.965393119420568e-08,4,1,0,1,2
