Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.622640613528863,0.622640613528863,-1.1173486797214116,1.1173486797214116,1,7,1,3,6
best,-0.9941638022617106,0.9941638022617106,-1.1173488329593306,1.1173488329593306,1,6,7,4,5
