Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.9471887454070524,-0.9471887454070524,0.9471887454070524,-0.9471887454070524,4,3,0,2,4
best,0.9916898034277558,-0.9916898034277558,0.9916898034277558,-0.9916898034277558,4,0,1,1,4
