Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.9915558897042273,0.9915558897042273,-1.1173489560214755,1.1173489560214755,2,0,2,2,0
best,-1.112949493739056,1.112949493739056,-1.1173475501537544,1.1173475501537544,1,2,1,1,0
