Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.024511138271952,1.024511138271952,-1.117349034719132,1.117349034719132,1,1,1,0,0
best,-1.1172526249446073,1.1172526249446073,-1.1173488463325256,1.1173488463325256,1,0,2,0,1
