Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.046772216833999,1.046772216833999,-1.117349034571091,1.117349034571091,1,0,2,1,0
best,-1.117236795488206,1.117236795488206,-1.117348824652332,1.117348824652332,1,2,1,0,0
