Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.9499254813748195,7.9499254813748195,-7.952650044030455,7.952650044030455,1,0,1,2,1
best,-7.95265004544575,7.95265004544575,-7.952650045445747,7.952650045445747,0,0,0,4,0
