Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-75.07422556560078,75.07422556560078,-75.10902092326975,75.10902092326975,6,0,2,0,4
best,-75.12993917553543,75.12993917553543,-75.13167748469999,75.13167748469999,3,0,2,0,4
